label,id,filepath,sentence
-1,piece88,midi/Final_Fantasy_7_FortressoftheCondor_128_192,"t_123 v_108 d_eighth_1 n_60 v_108 d_eighth_1 n_62 v_108 d_eighth_1 n_67 . . . . v_108 d_eighth_1 n_59 v_108 d_eighth_1 n_61 v_108 d_eighth_1 n_66 . . . . v_108 d_eighth_1 n_60 v_108 d_eighth_1 n_62 v_108 d_eighth_1 n_67 . . . . v_108 d_eighth_1 n_64 v_108 d_eighth_1 n_66 v_108 d_eighth_1 n_71 . . . . v_108 d_eighth_1 n_60 v_108 d_eighth_1 n_62 v_108 d_eighth_1 n_67 . . . . v_108 d_eighth_1 n_59 v_108 d_eighth_1 n_61 v_108 d_eighth_1 n_66 . . . . v_108 d_eighth_1 n_60 v_108 d_eighth_1 n_62 v_108 d_eighth_1 n_67 . . . . v_108 d_eighth_1 n_58 v_108 d_eighth_1 n_62 v_108 d_eighth_1 n_65 . . . . v_108 d_quarter_2 n_43 v_108 d_eighth_1 n_60 v_108 d_eighth_1 n_62 v_108 d_eighth_1 n_67 . . . . v_108 d_eighth_1 n_59 v_108 d_eighth_1 n_61 v_108 d_eighth_1 n_66 . . . . v_108 d_eighth_1 n_60 v_108 d_eighth_1 n_62 v_108 d_eighth_1 n_67 . . . . v_108 d_eighth_1 n_64 v_108 d_eighth_1 n_66 v_108 d_eighth_1 n_71 . . . . v_108 d_quarter_2 n_43 v_108 d_eighth_1 n_60 v_108 d_eighth_1 n_62 v_108 d_eighth_1 n_67 . . . . v_108 d_eighth_1 n_59 v_108 d_eighth_1 n_61 v_108 d_eighth_1 n_66 . . . . v_108 d_eighth_1 n_60 v_108 d_eighth_1 n_62 v_108 d_eighth_1 n_67 . . . . v_108 d_eighth_1 n_58 v_108 d_eighth_1 n_62 v_108 d_eighth_1 n_65 . . . . 
"
-1,piece42,midi/Super_Mario_64_KoopasTheme_256_320,"t_109 . . . . . . v_108 d_eighth_0 n_40 v_108 d_eighth_0 n_45 v_108 d_half_0 n_64 v_108 d_half_0 n_68 . . v_108 d_eighth_0 n_45 v_108 d_eighth_0 n_50 . . v_108 d_eighth_0 n_52 v_108 d_eighth_0 n_57 . . v_108 d_eighth_1 n_51 v_108 d_eighth_1 n_56 . . . . v_108 d_eighth_1 n_50 v_108 d_eighth_1 n_55 v_108 d_eighth_0 n_65 v_108 d_eighth_0 n_69 . . v_108 d_eighth_0 n_64 v_108 d_eighth_0 n_68 . . v_108 d_eighth_1 n_48 v_108 d_eighth_1 n_53 v_108 d_eighth_0 n_63 v_108 d_eighth_0 n_67 . . v_108 d_eighth_0 n_56 v_108 d_eighth_0 n_61 . . v_108 d_eighth_0 n_45 v_108 d_eighth_0 n_50 v_108 d_half_0 n_57 v_108 d_half_0 n_62 . . v_108 d_half_0 n_45 v_108 d_half_0 n_50 . . . . . . . . . . . . v_108 d_eighth_0 n_33 v_108 d_eighth_0 n_38 v_108 d_half_0 n_62 v_108 d_half_0 n_65 . . v_108 d_eighth_0 n_40 v_108 d_eighth_0 n_45 . . v_108 d_eighth_0 n_45 v_108 d_eighth_0 n_50 . . v_108 d_half_0 n_44 v_108 d_half_0 n_49 . . . . . . . . v_108 d_eighth_0 n_53 v_108 d_eighth_0 n_57 . . v_108 d_eighth_0 n_31 v_108 d_eighth_0 n_36 v_108 d_half_3 n_52 v_108 d_half_3 n_56 . . v_108 d_eighth_0 n_38 v_108 d_eighth_0 n_43 . . v_108 d_eighth_0 n_43 v_108 d_eighth_0 n_48 . . v_108 d_half_0 n_42 v_108 d_half_0 n_47 . . . . 
"
1,piece91,midi/Donkey_Kong_Country_2_JibJig_448_512,"t_124 v_108 d_eighth_1 n_73 . . . . v_108 d_16th_0 n_47 v_108 d_eighth_0 n_74 . v_108 d_16th_0 n_50 v_108 d_16th_0 n_54 . v_108 d_eighth_0 n_59 v_108 d_16th_0 n_74 . . v_108 d_16th_0 n_74 . v_108 d_16th_0 n_73 . v_108 d_16th_0 n_71 . . v_108 d_16th_0 n_42 v_108 d_eighth_0 n_73 . v_108 d_16th_0 n_45 v_108 d_16th_0 n_49 . v_108 d_eighth_0 n_54 v_108 d_16th_0 n_69 . . v_108 d_eighth_0 n_73 . . v_108 d_16th_0 n_69 . . v_108 d_16th_0 n_38 v_108 d_eighth_0 n_73 . v_108 d_16th_0 n_42 v_108 d_16th_0 n_45 . v_108 d_eighth_0 n_50 v_108 d_16th_0 n_74 . . v_108 d_16th_0 n_73 . v_108 d_16th_0 n_71 . v_108 d_16th_0 n_69 . . v_108 d_16th_0 n_40 v_108 d_eighth_0 n_71 . v_108 d_16th_0 n_44 v_108 d_16th_0 n_47 . v_108 d_eighth_0 n_52 v_108 d_quarter_0 n_76 . . . . v_108 d_16th_0 n_45 . v_108 d_16th_0 n_33 . v_108 d_16th_0 n_33 v_108 d_16th_0 n_45 . . . . v_108 d_16th_0 n_33 v_108 d_16th_0 n_45 . . . . v_108 d_16th_0 n_33 v_108 d_16th_0 n_45 . v_108 d_16th_0 n_33 v_108 d_16th_0 n_45 . v_108 d_16th_0 n_33 v_108 d_16th_0 n_45 . . v_108 d_16th_0 n_33 v_108 d_16th_0 n_45 . . v_108 d_16th_0 n_33 v_108 d_16th_0 n_45 . . v_108 d_16th_0 n_33 v_108 d_16th_0 n_45 . . . . v_108 d_16th_0 n_33 v_108 d_16th_0 n_45 . . v_108 d_16th_0 n_33 v_108 d_16th_0 n_45 . . v_108 d_16th_0 n_33 v_108 d_16th_0 n_45 . v_108 d_16th_0 n_33 v_108 d_16th_0 n_45 . v_108 d_16th_0 n_33 v_108 d_16th_0 n_45 . . 
"
-1,piece61,midi/Final_Fantasy_7_VincentsTheme_0_64,"v_124 d_eighth_0 n_50 v_124 d_breve_0 n_89 t_109 . . v_124 d_eighth_0 n_61 . . v_124 d_eighth_0 n_57 . . v_124 d_eighth_0 n_65 . . v_124 d_eighth_0 n_57 . . v_124 d_eighth_0 n_61 . . v_124 d_eighth_0 n_65 . . v_124 d_eighth_0 n_57 . . v_124 d_eighth_0 n_61 . . v_124 d_eighth_0 n_67 . . v_124 d_eighth_0 n_57 . . v_124 d_eighth_0 n_61 . . v_124 d_eighth_0 n_65 . . v_124 d_eighth_0 n_57 . . v_124 d_eighth_0 n_61 . . v_124 d_eighth_0 n_65 . . v_124 d_eighth_0 n_57 . . v_124 d_eighth_0 n_61 . . v_124 d_eighth_0 n_50 v_124 d_breve_0 n_89 . . v_124 d_eighth_0 n_61 . . v_124 d_eighth_0 n_57 . . v_124 d_eighth_0 n_65 . . v_124 d_eighth_0 n_57 . . v_124 d_eighth_0 n_61 . . v_124 d_eighth_0 n_65 . . v_124 d_eighth_0 n_57 . . v_124 d_eighth_0 n_61 . . v_124 d_eighth_0 n_67 . . v_124 d_eighth_0 n_57 . . v_124 d_eighth_0 n_61 . . v_124 d_eighth_0 n_65 . . v_124 d_eighth_0 n_57 . . 
"
1,piece36,midi/Final_Fantasy_7_LifeStream_192_256,"t_80 v_108 d_half_0 n_57 v_108 d_half_0 n_60 v_108 d_half_0 n_67 v_108 d_breve_3 n_77 . . . . . . . . . . . . v_108 d_half_0 n_57 v_108 d_half_0 n_60 v_108 d_half_0 n_65 . . . . . . . . . . . . v_108 d_whole_0 n_59 v_108 d_whole_0 n_62 v_108 d_whole_0 n_67 . . . . v_108 d_eighth_1 n_83 . . . . v_108 d_eighth_1 n_84 . . . . v_108 d_eighth_1 n_86 . . . . v_108 d_eighth_1 n_83 . . . . v_108 d_eighth_1 n_79 . . . . v_108 d_half_0 n_57 v_108 d_half_0 n_60 v_108 d_half_0 n_67 v_108 d_half_0 n_88 . . . . . . . . . . . . v_108 d_half_0 n_57 v_108 d_half_0 n_60 v_108 d_half_0 n_65 v_108 d_half_0 n_86 . . . . 
"
1,piece71,midi/Goldeneye_Runway_864_928,"t_119 v_68 d_eighth_0 n_40 v_76 d_quarter_1 n_66 v_76 d_quarter_1 n_78 . . . . v_64 d_eighth_0 n_40 . . v_64 d_eighth_0 n_38 v_64 d_eighth_0 n_67 v_76 d_quarter_1 n_79 . . v_64 d_eighth_0 n_43 . . v_64 d_eighth_0 n_35 . . v_64 d_eighth_0 n_36 v_72 d_quarter_0 n_66 v_72 d_quarter_0 n_78 . . v_64 d_eighth_0 n_38 . . v_68 d_eighth_0 n_40 v_76 d_quarter_1 n_67 v_76 d_quarter_1 n_79 . . v_64 d_eighth_0 n_40 . . v_64 d_eighth_0 n_40 . . v_64 d_eighth_0 n_38 v_64 d_eighth_0 n_64 v_76 d_half_0 n_76 . . v_64 d_eighth_0 n_40 . . . . v_64 d_eighth_0 n_40 . . v_64 d_eighth_0 n_38 . . v_68 d_eighth_0 n_40 v_76 d_quarter_1 n_69 v_76 d_quarter_1 n_81 . . . . v_64 d_eighth_0 n_40 . . v_64 d_eighth_0 n_38 v_64 d_eighth_0 n_71 v_76 d_quarter_1 n_83 . . v_64 d_eighth_0 n_43 . . v_64 d_eighth_0 n_35 . . v_64 d_eighth_0 n_36 v_72 d_quarter_0 n_72 v_72 d_quarter_0 n_84 . . v_64 d_eighth_0 n_38 . . v_68 d_eighth_0 n_40 v_72 d_breve_0 n_71 v_72 d_breve_0 n_83 . . v_64 d_eighth_0 n_40 . . v_64 d_eighth_0 n_40 . . v_64 d_16th_0 n_38 . v_64 d_16th_0 n_40 . . . . . v_64 d_eighth_0 n_40 . . v_64 d_eighth_0 n_38 . . 
"
1,piece36,midi/Final_Fantasy_7_LifeStream_960_1024,"t_80 v_108 d_whole_0 n_48 v_108 d_half_0 n_55 v_108 d_half_0 n_59 v_108 d_half_0 n_66 . . . . . . . . . . . . v_108 d_half_0 n_57 v_108 d_half_0 n_60 v_108 d_eighth_1 n_65 . . . . v_108 d_eighth_1 n_67 . . . . v_108 d_eighth_1 n_69 . . . . v_108 d_half_0 n_39 v_108 d_half_0 n_46 v_108 d_half_0 n_58 v_108 d_half_3 n_67 . . . . . . . . . . . . v_108 d_half_0 n_48 v_108 d_half_0 n_55 v_108 d_half_0 n_58 v_108 d_half_0 n_63 . . . . v_108 d_eighth_1 n_70 . . . . v_108 d_eighth_1 n_69 . . . . v_108 d_whole_0 n_43 v_108 d_whole_0 n_50 v_108 d_whole_0 n_59 v_108 d_whole_0 n_67 . . . . . . . . . . . . . . . . 
"
-1,piece9,midi/Legend_Of_Zelda_The_Majoras_Mask_StoneTempleTower_192_256,"t_98 v_68 d_eighth_0 n_45 v_56 d_quarter_0 n_69 t_98 . . v_64 d_eighth_0 n_52 . . v_64 d_eighth_0 n_45 v_52 d_quarter_0 n_72 . . v_64 d_eighth_0 n_52 . . v_64 d_eighth_0 n_45 v_64 d_16th_0 n_71 . v_56 d_quarter_0 n_71 v_64 d_16th_0 n_72 . v_64 d_eighth_0 n_52 . . v_64 d_quarter_0 n_53 . . v_64 d_eighth_0 n_67 . . v_68 d_eighth_0 n_45 v_68 d_eighth_0 n_69 . . v_64 d_eighth_0 n_52 v_64 d_eighth_0 n_72 . . v_64 d_eighth_0 n_45 v_64 d_16th_0 n_71 . v_64 d_16th_0 n_71 n_72 . v_64 d_eighth_0 n_52 v_64 d_eighth_0 n_67 . . v_64 d_eighth_0 n_45 v_64 d_quarter_0 n_69 t_98 . t_98 . v_64 d_eighth_0 n_52 t_98 . t_98 . v_64 d_quarter_0 n_50 t_96 . t_96 . t_96 . t_96 . v_60 d_whole_0 n_45 v_60 d_whole_0 n_52 t_98 . . . . . . . . . . . . . . . . v_68 d_half_0 n_46 v_68 d_half_0 n_53 . . . . . . . . v_64 d_half_0 n_43 v_64 d_half_0 n_50 t_98 . t_98 . t_98 . t_98 . t_96 . t_96 . t_96 . t_96 . 
"
-1,piece18,midi/Goldeneye_FacilityX_192_256,"t_139 v_96 d_half_0 n_43 v_96 d_half_0 n_48 v_96 d_half_0 n_55 v_96 d_eighth_0 n_60 . . v_96 d_16th_0 n_62 . v_96 d_16th_0 n_62 . v_96 d_eighth_0 n_62 . . v_96 d_eighth_0 n_62 . . v_96 d_half_0 n_44 v_96 d_half_0 n_48 v_96 d_half_0 n_56 . . v_96 d_16th_0 n_60 . v_96 d_16th_0 n_60 . v_96 d_eighth_0 n_60 . . v_96 d_eighth_0 n_60 . . v_96 d_half_0 n_45 v_96 d_half_0 n_48 v_96 d_half_0 n_57 v_96 d_eighth_0 n_60 . . v_96 d_16th_0 n_63 . v_96 d_16th_0 n_63 . v_96 d_eighth_0 n_63 . . v_96 d_eighth_0 n_63 . . v_96 d_half_0 n_44 v_96 d_half_0 n_48 v_96 d_half_0 n_56 . . v_96 d_16th_0 n_62 . v_96 d_16th_0 n_62 . v_96 d_eighth_0 n_62 . . v_96 d_eighth_0 n_62 . . v_96 d_half_0 n_43 v_96 d_half_0 n_48 v_96 d_half_0 n_55 v_96 d_quarter_1 n_75 . . . . . . v_96 d_quarter_1 n_74 . . v_96 d_half_0 n_44 v_96 d_half_0 n_48 v_96 d_half_0 n_56 . . . . v_96 d_quarter_0 n_72 . . . . v_96 d_half_0 n_45 v_96 d_half_0 n_48 v_96 d_half_0 n_57 v_96 d_whole_0 n_79 . . . . . . . . v_96 d_half_0 n_44 v_96 d_half_0 n_48 v_96 d_half_0 n_56 . . . . . . . . 
"
-1,piece56,midi/Goldeneye_Statue_768_832,"t_119 v_96 d_whole_0 n_53 v_96 d_whole_0 n_58 v_96 d_whole_0 n_62 v_96 d_whole_0 n_65 . . . . . . . . v_96 d_half_0 n_46 . . . . . . . . v_96 d_breve_0 n_40 v_96 d_breve_0 n_52 . . . . . . . . . . . . v_96 d_eighth_0 n_64 v_96 d_eighth_0 n_71 v_96 d_eighth_0 n_75 . . v_96 d_eighth_0 n_64 v_96 d_eighth_0 n_71 v_96 d_eighth_0 n_75 . . . . . . v_96 d_eighth_0 n_64 v_96 d_eighth_0 n_71 v_96 d_eighth_0 n_75 . . v_96 d_eighth_0 n_64 v_96 d_eighth_0 n_71 v_96 d_eighth_0 n_75 . . v_96 d_eighth_0 n_64 v_96 d_eighth_0 n_71 v_96 d_eighth_0 n_75 . . v_96 d_eighth_0 n_64 v_96 d_eighth_0 n_71 v_96 d_eighth_0 n_75 . . v_96 d_eighth_0 n_64 v_96 d_eighth_0 n_71 v_96 d_eighth_0 n_75 . . v_96 d_eighth_0 n_64 v_96 d_eighth_0 n_71 v_96 d_eighth_0 n_75 . . v_96 d_half_0 n_40 v_96 d_half_0 n_52 . . . . . . . . v_96 d_half_0 n_47 v_96 d_half_0 n_59 . . . . . . . v_96 d_16th_0 n_60 . 
"
1,piece98,midi/Final_Fantasy_7_GreatWarrior_576_640,"t_105 . . . . v_108 d_half_0 n_56 v_108 d_half_3 n_71 v_108 d_half_3 n_75 v_108 d_eighth_1 n_80 . . . . v_108 d_eighth_1 n_80 . . . . v_108 d_quarter_0 n_80 . . . . v_108 d_eighth_1 n_54 . . v_108 d_eighth_0 n_78 . . v_108 d_half_0 n_52 v_108 d_half_3 n_71 v_108 d_half_3 n_76 v_108 d_eighth_0 n_80 . . v_108 d_half_0 n_83 . . . . . . . . . . v_108 d_eighth_1 n_51 . . . . v_108 d_quarter_2 n_49 v_108 d_quarter_2 n_71 v_108 d_quarter_2 n_76 v_108 d_eighth_1 n_80 . . . . v_108 d_eighth_1 n_80 . . . . v_108 d_quarter_2 n_51 v_108 d_quarter_2 n_70 v_108 d_quarter_2 n_73 v_108 d_quarter_2 n_75 v_108 d_quarter_0 n_80 . . . . . . v_108 d_eighth_0 n_78 . . v_108 d_half_3 n_52 v_108 d_half_3 n_71 v_108 d_half_3 n_76 v_108 d_half_3 n_80 . . . . . . . . . . . . 
"
-1,piece7,midi/Goldeneye_Dam_192_256,"t_149 v_68 d_eighth_0 n_47 v_68 d_16th_0 n_64 v_68 d_16th_0 n_76 . v_60 d_16th_0 n_66 v_60 d_16th_0 n_78 . v_60 d_eighth_0 n_40 v_60 d_16th_0 n_67 v_60 d_16th_0 n_79 . v_60 d_16th_0 n_64 v_60 d_16th_0 n_76 . v_64 d_eighth_0 n_40 v_60 d_half_1 n_71 v_60 d_half_1 n_83 . . v_60 d_eighth_0 n_40 . . v_64 d_eighth_0 n_47 . . v_60 d_eighth_0 n_40 . . v_64 d_eighth_0 n_40 . . v_60 d_eighth_0 n_40 . . v_68 d_eighth_0 n_48 v_68 d_16th_0 n_64 v_68 d_16th_0 n_76 . v_60 d_16th_0 n_66 v_60 d_16th_0 n_78 . v_64 d_eighth_0 n_41 v_60 d_16th_0 n_67 v_60 d_16th_0 n_79 . v_60 d_16th_0 n_64 v_60 d_16th_0 n_76 . v_64 d_eighth_0 n_41 v_60 d_half_1 n_72 v_60 d_half_1 n_84 . . v_64 d_eighth_0 n_41 . . v_64 d_eighth_0 n_48 . . v_64 d_eighth_0 n_41 . . v_64 d_eighth_0 n_41 . . v_64 d_eighth_0 n_41 . . v_68 d_eighth_0 n_49 v_68 d_16th_0 n_64 v_68 d_16th_0 n_76 . v_60 d_16th_0 n_66 v_60 d_16th_0 n_78 . v_64 d_eighth_0 n_42 v_60 d_16th_0 n_67 v_60 d_16th_0 n_79 . v_60 d_16th_0 n_64 v_60 d_16th_0 n_76 . v_64 d_eighth_0 n_42 v_60 d_half_1 n_73 v_60 d_half_1 n_85 . . v_64 d_eighth_0 n_42 . . v_64 d_eighth_0 n_49 . . v_64 d_eighth_0 n_42 . . v_64 d_eighth_0 n_42 . . v_64 d_eighth_0 n_42 . . v_68 d_eighth_0 n_48 v_68 d_16th_0 n_64 v_68 d_16th_0 n_76 . v_60 d_16th_0 n_66 v_60 d_16th_0 n_78 . v_64 d_eighth_0 n_41 v_60 d_16th_0 n_67 v_60 d_16th_0 n_79 . v_60 d_16th_0 n_64 v_60 d_16th_0 n_76 . v_64 d_eighth_0 n_41 v_60 d_half_1 n_72 v_60 d_half_1 n_84 . . v_64 d_eighth_0 n_41 . . v_64 d_eighth_0 n_48 . . v_64 d_eighth_0 n_41 . . v_64 d_eighth_0 n_41 . . v_64 d_eighth_0 n_41 . . 
"
1,piece32,midi/Super_Mario_World_TitleScreen_752_800,"t_139 v_108 d_eighth_0 n_50 v_108 d_eighth_0 n_54 v_108 d_eighth_0 n_74 . . v_108 d_eighth_0 n_73 . . v_108 d_eighth_0 n_74 . . v_108 d_eighth_0 n_69 . . v_108 d_eighth_0 n_45 v_108 d_eighth_0 n_50 v_108 d_eighth_0 n_54 v_108 d_eighth_0 n_69 . . v_108 d_eighth_0 n_61 . . v_108 d_eighth_0 n_62 . . v_108 d_eighth_0 n_57 v_108 d_eighth_0 n_69 . . v_108 d_quarter_2 n_45 v_108 d_quarter_2 n_51 v_108 d_quarter_2 n_63 . . . . . . . . v_108 d_eighth_0 n_50 v_108 d_eighth_0 n_54 v_108 d_eighth_0 n_62 . . v_108 d_eighth_0 n_69 . . v_108 d_eighth_0 n_74 . . v_108 d_eighth_0 n_81 . . v_108 d_eighth_0 n_86 . . . . . . . . v_108 d_quarter_0 n_42 v_108 d_quarter_0 n_62 . . . . . . v_108 d_eighth_0 n_62 . . 
"
-1,piece20,midi/Goldeneye_RunwayX_320_384,"t_128 v_96 d_eighth_0 n_40 v_96 d_half_0 n_64 v_96 d_half_0 n_67 v_96 d_half_0 n_71 . . v_96 d_eighth_0 n_40 . . v_96 d_eighth_0 n_40 . . v_96 d_eighth_0 n_40 . . v_96 d_half_0 n_64 v_96 d_half_0 n_66 v_96 d_half_0 n_72 . . . . v_96 d_eighth_0 n_40 . . v_96 d_eighth_0 n_38 . . v_96 d_eighth_0 n_40 v_96 d_half_0 n_64 v_96 d_half_0 n_67 v_96 d_half_0 n_73 . . v_96 d_eighth_0 n_40 . . v_96 d_eighth_0 n_40 . . v_96 d_eighth_0 n_40 . . v_96 d_half_0 n_64 v_96 d_half_0 n_66 v_96 d_half_0 n_72 . . . . . . . . v_96 d_eighth_0 n_40 v_96 d_half_0 n_64 v_96 d_half_0 n_67 v_96 d_half_0 n_71 . . v_96 d_eighth_0 n_40 . . v_96 d_eighth_0 n_40 . . v_96 d_eighth_0 n_40 . . v_96 d_half_0 n_64 v_96 d_half_0 n_66 v_96 d_half_0 n_72 . . . . v_96 d_eighth_0 n_40 . . v_96 d_eighth_0 n_40 . . v_96 d_eighth_0 n_38 v_96 d_whole_0 n_64 v_96 d_whole_0 n_66 v_96 d_whole_0 n_74 . . v_96 d_eighth_0 n_38 . . v_96 d_eighth_0 n_38 . . v_96 d_eighth_0 n_38 . . . . . . . . . . 
"
-1,piece25,midi/Final_Fantasy_7_OnThatDay5YearsAgo_816_864,"t_68 v_108 d_quarter_0 n_67 . v_108 d_16th_0 n_70 . v_108 d_16th_0 n_73 . v_108 d_16th_0 n_77 . v_108 d_16th_0 n_67 . v_108 d_16th_0 n_70 . v_108 d_16th_0 n_73 . v_108 d_16th_0 n_77 . v_108 d_16th_0 n_67 . v_108 d_16th_0 n_70 . v_108 d_16th_0 n_73 . v_108 d_16th_0 n_77 . v_108 d_16th_0 n_67 . v_108 d_16th_0 n_70 . v_108 d_16th_0 n_73 . v_108 d_16th_0 n_77 . v_108 d_quarter_2 n_67 . . . . . . . . v_108 d_16th_0 n_67 . v_108 d_16th_0 n_70 . v_108 d_16th_0 n_74 . v_108 d_16th_0 n_77 . v_108 d_16th_0 n_67 . v_108 d_16th_0 n_70 . v_108 d_16th_0 n_74 . v_108 d_16th_0 n_77 . v_108 d_16th_0 n_67 . v_108 d_16th_0 n_70 . v_108 d_16th_0 n_73 . v_108 d_16th_0 n_77 . v_108 d_16th_0 n_67 . v_108 d_16th_0 n_70 . v_108 d_16th_0 n_73 . v_108 d_16th_0 n_77 . v_108 d_16th_0 n_67 . v_108 d_16th_0 n_70 . v_108 d_16th_0 n_73 . v_108 d_16th_0 n_77 . . . . . 
"
1,piece38,midi/Final_Fantasy_7_JenovaAbsolute_256_320,"t_91 . . v_108 d_eighth_1 n_41 . . . v_108 d_16th_0 n_41 . v_108 d_16th_0 n_49 . v_108 d_16th_0 n_48 . v_108 d_eighth_1 n_41 v_108 d_eighth_1 n_65 v_108 d_eighth_1 n_77 . . . v_108 d_eighth_1 n_41 v_108 d_16th_0 n_65 v_108 d_16th_0 n_77 . . . v_108 d_eighth_0 n_41 v_108 d_16th_0 n_70 . v_108 d_16th_0 n_67 . v_108 d_eighth_0 n_46 v_108 d_16th_0 n_68 . v_108 d_16th_0 n_65 . v_108 d_eighth_0 n_48 v_108 d_16th_0 n_67 . v_108 d_16th_0 n_63 . v_108 d_eighth_1 n_41 . v_108 d_16th_0 n_77 . v_108 d_16th_0 n_79 . v_108 d_eighth_1 n_41 v_108 d_16th_0 n_80 . v_108 d_16th_0 n_82 . v_108 d_16th_0 n_79 . v_108 d_eighth_1 n_41 v_108 d_16th_0 n_80 . v_108 d_16th_0 n_82 . v_108 d_16th_0 n_84 . v_108 d_16th_0 n_41 v_108 d_16th_0 n_82 . v_108 d_16th_0 n_49 v_108 d_16th_0 n_87 . v_108 d_16th_0 n_48 v_108 d_16th_0 n_89 . v_108 d_eighth_1 n_37 v_108 d_half_0 n_61 v_108 d_half_0 n_65 . . . v_108 d_eighth_1 n_37 . . . v_108 d_eighth_0 n_37 . . v_108 d_eighth_0 n_49 . . v_108 d_eighth_0 n_48 . . v_108 d_eighth_1 n_46 v_108 d_quarter_0 n_65 v_108 d_quarter_0 n_70 . . . v_108 d_eighth_1 n_46 . . . v_108 d_eighth_0 n_46 v_108 d_quarter_0 n_61 v_108 d_quarter_0 n_68 . . v_108 d_eighth_0 n_46 . . v_108 d_eighth_0 n_46 . . v_108 d_eighth_1 n_41 v_108 d_whole_0 n_60 v_108 d_whole_0 n_65 . . . v_108 d_eighth_1 n_41 . . . v_108 d_eighth_0 n_41 . . 
"
1,piece52,midi/Shadow_of_the_Colossus_TheTaleofthe16Sacrifices_640_704,"t_98 v_88 d_whole_0 n_36 v_88 d_whole_0 n_48 v_88 d_half_1 n_67 v_88 d_half_1 n_72 v_88 d_half_1 n_76 v_88 d_half_1 n_79 . . . . . . . . . . . . v_92 d_quarter_0 n_81 . . . . v_88 d_whole_0 n_38 v_88 d_whole_0 n_50 v_88 d_half_1 n_70 v_88 d_half_1 n_79 v_88 d_half_1 n_82 . . . . . . . . . . . . . . . . v_88 d_whole_0 n_36 v_88 d_whole_0 n_48 v_56 d_half_0 n_67 v_56 d_half_1 n_72 v_56 d_half_1 n_76 . v_68 d_half_0 n_79 . . . . . . . . . . . v_64 d_quarter_0 n_81 . . . . v_88 d_whole_0 n_38 v_88 d_whole_0 n_50 v_60 d_half_1 n_70 v_60 d_half_1 n_79 v_60 d_half_1 n_82 . . . . . . . . . . . . . . . v_56 d_half_0 n_67 . 
"
1,piece94,midi/Final_Fantasy_7_RufussWelcomingCeremony_192_256,"t_123 v_108 d_eighth_1 n_38 v_108 d_eighth_1 n_78 . . . . v_108 d_eighth_1 n_45 v_108 d_eighth_1 n_74 . . . v_108 d_16th_0 n_73 . v_108 d_eighth_1 n_40 v_108 d_eighth_1 n_71 . . . . v_108 d_eighth_1 n_47 v_108 d_eighth_1 n_80 . . . . v_108 d_eighth_1 n_45 v_108 d_quarter_2 n_76 . . . . v_108 d_eighth_1 n_40 . . . . v_108 d_eighth_1 n_42 v_108 d_eighth_1 n_73 . . . . v_108 d_eighth_1 n_40 v_108 d_eighth_0 n_76 . . v_108 d_eighth_0 n_81 . . v_108 d_eighth_1 n_37 v_108 d_eighth_1 n_80 . . . . v_108 d_eighth_1 n_44 v_108 d_eighth_1 n_80 . . . v_108 d_16th_0 n_78 . v_108 d_eighth_1 n_39 v_108 d_eighth_0 n_80 . . v_108 d_eighth_0 n_81 . . v_108 d_eighth_1 n_44 v_108 d_eighth_0 n_80 . . v_108 d_eighth_0 n_78 . . v_108 d_eighth_1 n_37 v_108 d_half_0 n_76 . . . . v_108 d_eighth_1 n_44 . . . . v_108 d_eighth_1 n_40 . . . . v_108 d_eighth_1 n_47 v_108 d_eighth_1 n_76 . . . v_108 d_16th_0 n_74 . 
"
1,piece98,midi/Final_Fantasy_7_GreatWarrior_1216_1280,"t_105 v_108 d_quarter_2 n_52 v_108 d_eighth_0 n_83 . . v_108 d_eighth_0 n_81 . . v_108 d_eighth_0 n_79 . . v_108 d_eighth_0 n_81 . . v_108 d_quarter_2 n_50 v_108 d_half_3 n_74 v_108 d_half_3 n_79 v_108 d_half_3 n_83 . . . . . . . . v_108 d_quarter_2 n_55 . . . . . . . . v_108 d_half_0 n_56 v_108 d_half_3 n_71 v_108 d_half_3 n_75 v_108 d_eighth_1 n_80 . . . . v_108 d_eighth_1 n_80 . . . . v_108 d_quarter_0 n_80 . . . . v_108 d_eighth_1 n_54 . . v_108 d_eighth_0 n_78 . . v_108 d_half_0 n_52 v_108 d_half_3 n_71 v_108 d_half_3 n_76 v_108 d_eighth_0 n_80 . . v_108 d_half_0 n_83 . . . . . . . . . . v_108 d_eighth_1 n_51 . . . . v_108 d_quarter_2 n_49 v_108 d_quarter_2 n_71 v_108 d_quarter_2 n_76 v_108 d_eighth_1 n_80 . . . . v_108 d_eighth_1 n_80 . . . . 
"
-1,piece0,midi/Final_Fantasy_7_LurkingInTheDarkness_128_192,"t_119 . . . . . . . . . . . . v_108 d_half_3 n_62 v_108 d_half_3 n_66 v_108 d_half_3 n_68 v_108 d_half_3 n_73 . . . . . . . . . . . . . . . . v_108 d_half_3 n_60 v_108 d_half_3 n_64 v_108 d_half_3 n_66 v_108 d_half_3 n_71 . . . . . . . . . . . . . . . . v_108 d_breve_3 n_65 v_108 d_breve_3 n_69 v_108 d_breve_3 n_71 v_108 d_breve_3 n_76 . . . . . . . . . . . . . . . . v_108 d_eighth_0 n_53 . . v_108 d_eighth_0 n_47 . . 
"
